V1	V2	V3	V4	V5	V6	V7	V8	V9
chr12	61342827	61342879	H3K9me3_chr12_broad_rmdup_peak_6391	63	.	5.80626	9.16886	6.36517
chr12	61453754	61454083	H3K9me3_chr12_broad_rmdup_peak_6411	74	.	5.29269	10.3455	7.44528
chr12	61617330	61617386	H3K9me3_chr12_broad_rmdup_peak_6433	53	.	5.18004	8.0717	5.39394
chr12	61900704	61900755	H3K9me3_chr12_broad_rmdup_peak_6461	69	.	4.93014	9.7462	6.90925
chr12	61906935	61907098	H3K9me3_chr12_broad_rmdup_peak_6463	54	.	3.84195	8.11422	5.43524
chr12	61907349	61907871	H3K9me3_chr12_broad_rmdup_peak_6464	71	.	5.05195	9.97809	7.14391
chr12	61941451	61942057	H3K9me3_chr12_broad_rmdup_peak_6474	59	.	4.90683	8.69799	5.96803
chr12	61942383	61942474	H3K9me3_chr12_broad_rmdup_peak_6475	81	.	6.03399	11.1198	8.12031
chr12	61943322	61943400	H3K9me3_chr12_broad_rmdup_peak_6476	65	.	5.05516	9.37902	6.57587
chr12	62010334	62011311	H3K9me3_chr12_broad_rmdup_peak_6486	100	.	6.63784	13.2267	10.0203
chr12	62114127	62114358	H3K9me3_chr12_broad_rmdup_peak_6498	53	.	3.84953	7.93471	5.30562
chr12	62461210	62461741	H3K9me3_chr12_broad_rmdup_peak_6526	51	.	4.85301	7.79444	5.19111
chr12	62462943	62463762	H3K9me3_chr12_broad_rmdup_peak_6527	59	.	3.73082	8.65999	5.96267
chr12	62511868	62513285	H3K9me3_chr12_broad_rmdup_peak_6530	52	.	3.96177	7.83731	5.2385
chr12	62819950	62821008	H3K9me3_chr12_broad_rmdup_peak_6548	61	.	4.29379	8.90448	6.16603
chr12	62824658	62824709	H3K9me3_chr12_broad_rmdup_peak_6552	55	.	3.85435	8.26517	5.57572
chr12	63190518	63190658	H3K9me3_chr12_broad_rmdup_peak_6588	53	.	4.57878	7.90511	5.30001
chr12	63240445	63242290	H3K9me3_chr12_broad_rmdup_peak_6598	56	.	4.30633	8.28852	5.61595
chr12	63336902	63337315	H3K9me3_chr12_broad_rmdup_peak_6617	50	.	3.89787	7.67711	5.08434
chr12	63426542	63427699	H3K9me3_chr12_broad_rmdup_peak_6641	54	.	3.71933	8.05457	5.4072
chr12	63428008	63428176	H3K9me3_chr12_broad_rmdup_peak_6642	65	.	4.10885	9.36963	6.56676
chr12	63434172	63435933	H3K9me3_chr12_broad_rmdup_peak_6643	59	.	3.99204	8.63035	5.93361
chr12	63436212	63436383	H3K9me3_chr12_broad_rmdup_peak_6644	67	.	5.34001	9.57948	6.7791
chr12	63491420	63491488	H3K9me3_chr12_broad_rmdup_peak_6655	66	.	5.08903	9.48549	6.66213
chr12	63592487	63592536	H3K9me3_chr12_broad_rmdup_peak_6662	51	.	4.70439	7.76884	5.12828
chr12	63600995	63601049	H3K9me3_chr12_broad_rmdup_peak_6664	58	.	4.62767	8.61736	5.87762
chr12	63628044	63628597	H3K9me3_chr12_broad_rmdup_peak_6666	53	.	3.76454	8.01922	5.38206
chr12	63629193	63630384	H3K9me3_chr12_broad_rmdup_peak_6668	56	.	3.94708	8.34773	5.68808
chr12	63686136	63687208	H3K9me3_chr12_broad_rmdup_peak_6682	71	.	5.16853	9.98843	7.17079
chr12	64139813	64140075	H3K9me3_chr12_broad_rmdup_peak_6712	55	.	5.08481	8.16997	5.54726
chr12	64195588	64196325	H3K9me3_chr12_broad_rmdup_peak_6715	57	.	5.08248	8.44095	5.77324
chr12	64290826	64291008	H3K9me3_chr12_broad_rmdup_peak_6724	57	.	4.71503	8.46189	5.78889
chr12	64343948	64345063	H3K9me3_chr12_broad_rmdup_peak_6734	50	.	3.8937	7.62944	5.04319
chr12	64356318	64356729	H3K9me3_chr12_broad_rmdup_peak_6740	66	.	4.07447	9.39395	6.60584
chr12	64542760	64542966	H3K9me3_chr12_broad_rmdup_peak_6749	64	.	5.20064	9.21045	6.40675
chr12	64543332	64543652	H3K9me3_chr12_broad_rmdup_peak_6750	59	.	5.66052	8.70338	5.96429
chr12	64872743	64872968	H3K9me3_chr12_broad_rmdup_peak_6772	54	.	3.82018	8.10664	5.44223
chr12	64942424	64942484	H3K9me3_chr12_broad_rmdup_peak_6776	62	.	5.43278	8.99826	6.23639
chr12	65034982	65036533	H3K9me3_chr12_broad_rmdup_peak_6794	51	.	3.37185	7.71022	5.11332
chr12	65347273	65347325	H3K9me3_chr12_broad_rmdup_peak_6802	54	.	4.0105	8.14305	5.46346
chr12	65350573	65350630	H3K9me3_chr12_broad_rmdup_peak_6803	60	.	5.14997	8.81812	6.06566
chr12	65350853	65350914	H3K9me3_chr12_broad_rmdup_peak_6804	65	.	5.29278	9.30222	6.5074
chr12	65553445	65553586	H3K9me3_chr12_broad_rmdup_peak_6820	66	.	5.2291	9.4525	6.65107
chr12	65555557	65555709	H3K9me3_chr12_broad_rmdup_peak_6822	93	.	6.49222	12.516	9.3913
chr12	66095368	66095489	H3K9me3_chr12_broad_rmdup_peak_6848	52	.	3.80014	7.83889	5.20731
chr12	66099740	66100873	H3K9me3_chr12_broad_rmdup_peak_6850	54	.	3.83701	8.16967	5.49804
chr12	66174511	66175102	H3K9me3_chr12_broad_rmdup_peak_6857	72	.	6.07096	10.1146	7.24654
chr12	66523246	66523860	H3K9me3_chr12_broad_rmdup_peak_6890	52	.	4.11208	7.8119	5.2021
chr12	66526205	66526397	H3K9me3_chr12_broad_rmdup_peak_6892	56	.	4.71843	8.32397	5.62865
chr12	66578292	66578836	H3K9me3_chr12_broad_rmdup_peak_6901	54	.	3.79726	8.14247	5.49324
chr12	66856540	66856642	H3K9me3_chr12_broad_rmdup_peak_6917	60	.	4.08616	8.81317	6.0489
chr12	66986229	66986371	H3K9me3_chr12_broad_rmdup_peak_6920	72	.	5.45897	10.0772	7.20459
chr12	67231181	67231565	H3K9me3_chr12_broad_rmdup_peak_6940	64	.	4.60036	9.21072	6.4303
chr12	67488102	67488754	H3K9me3_chr12_broad_rmdup_peak_6967	68	.	4.92621	9.66928	6.83867
chr12	67718736	67719719	H3K9me3_chr12_broad_rmdup_peak_6984	61	.	4.68166	8.80636	6.10722
chr12	67847778	67848246	H3K9me3_chr12_broad_rmdup_peak_6996	62	.	4.38574	8.9919	6.24961
chr12	67849106	67849801	H3K9me3_chr12_broad_rmdup_peak_6997	58	.	3.98128	8.5407	5.84478
chr12	67901930	67902283	H3K9me3_chr12_broad_rmdup_peak_7008	61	.	4.53757	8.88239	6.18511
chr12	68209196	68209541	H3K9me3_chr12_broad_rmdup_peak_7042	52	.	4.6934	7.83354	5.24424
chr12	68927955	68928295	H3K9me3_chr12_broad_rmdup_peak_7084	56	.	3.66305	8.30411	5.61713
chr12	68954902	68955150	H3K9me3_chr12_broad_rmdup_peak_7086	52	.	5.31414	7.91168	5.28585
chr12	68955805	68956037	H3K9me3_chr12_broad_rmdup_peak_7087	50	.	5.03256	7.6554	5.06535
chr12	68990679	68993101	H3K9me3_chr12_broad_rmdup_peak_7091	51	.	4.12508	7.78098	5.18851
chr12	69231705	69232874	H3K9me3_chr12_broad_rmdup_peak_7118	66	.	5.36266	9.47683	6.66649
chr12	69374899	69375811	H3K9me3_chr12_broad_rmdup_peak_7129	72	.	5.03703	10.1552	7.27534
chr12	69778458	69778643	H3K9me3_chr12_broad_rmdup_peak_7147	53	.	4.72224	7.9361	5.34946
chr12	69807014	69807939	H3K9me3_chr12_broad_rmdup_peak_7155	98	.	6.06905	13.0535	9.86169
chr12	69852997	69854345	H3K9me3_chr12_broad_rmdup_peak_7161	53	.	5.1606	7.94822	5.32723
chr12	69943569	69943623	H3K9me3_chr12_broad_rmdup_peak_7168	76	.	4.41122	10.6156	7.67097
chr12	70013084	70013664	H3K9me3_chr12_broad_rmdup_peak_7172	50	.	4.39732	7.66156	5.06057
chr12	70016375	70016446	H3K9me3_chr12_broad_rmdup_peak_7175	89	.	5.31645	12.0362	8.94953
chr12	70017915	70017964	H3K9me3_chr12_broad_rmdup_peak_7177	73	.	3.22796	10.2871	7.37678
chr12	70300445	70300790	H3K9me3_chr12_broad_rmdup_peak_7200	56	.	4.18271	8.27213	5.60549
chr12	70304819	70305307	H3K9me3_chr12_broad_rmdup_peak_7203	54	.	4.19561	8.05014	5.41568
chr12	70444446	70444858	H3K9me3_chr12_broad_rmdup_peak_7208	51	.	3.67268	7.74724	5.14479
chr12	70450130	70451185	H3K9me3_chr12_broad_rmdup_peak_7209	51	.	4.23988	7.73802	5.14061
chr12	70497308	70497592	H3K9me3_chr12_broad_rmdup_peak_7223	51	.	4.33257	7.75968	5.1591
chr12	70503104	70503155	H3K9me3_chr12_broad_rmdup_peak_7225	53	.	4.05496	7.94845	5.30286
chr12	70715075	70715651	H3K9me3_chr12_broad_rmdup_peak_7236	57	.	3.39389	8.43377	5.7264
chr12	70765037	70765782	H3K9me3_chr12_broad_rmdup_peak_7239	56	.	4.61557	8.33475	5.66777
chr12	70770266	70770402	H3K9me3_chr12_broad_rmdup_peak_7245	57	.	3.45506	8.4447	5.75078
chr12	70862428	70862494	H3K9me3_chr12_broad_rmdup_peak_7249	74	.	5.76536	10.3438	7.43916
chr12	71165211	71166746	H3K9me3_chr12_broad_rmdup_peak_7277	59	.	5.2739	8.61039	5.92343
chr12	71290937	71292579	H3K9me3_chr12_broad_rmdup_peak_7289	51	.	4.12405	7.73993	5.15476
chr12	71420389	71420573	H3K9me3_chr12_broad_rmdup_peak_7302	70	.	4.63523	9.83668	7.01712
chr12	71420852	71420919	H3K9me3_chr12_broad_rmdup_peak_7303	87	.	6.6724	11.7845	8.73888
chr12	72184875	72185775	H3K9me3_chr12_broad_rmdup_peak_7340	51	.	5.16064	7.79606	5.18181
chr12	72635218	72635536	H3K9me3_chr12_broad_rmdup_peak_7374	53	.	4.7803	7.98378	5.34027
chr12	72635759	72635834	H3K9me3_chr12_broad_rmdup_peak_7375	74	.	5.10918	10.3394	7.44819
chr12	72639439	72639529	H3K9me3_chr12_broad_rmdup_peak_7379	51	.	4.34762	7.79575	5.1446
chr12	72699234	72700332	H3K9me3_chr12_broad_rmdup_peak_7381	50	.	4.12024	7.66429	5.07731
chr12	72811728	72811884	H3K9me3_chr12_broad_rmdup_peak_7403	56	.	3.33089	8.34985	5.65771
chr12	72938620	72939402	H3K9me3_chr12_broad_rmdup_peak_7424	55	.	4.62727	8.18668	5.5378
chr12	72975036	72975585	H3K9me3_chr12_broad_rmdup_peak_7429	97	.	6.08207	12.9098	9.7262
chr12	73153225	73153424	H3K9me3_chr12_broad_rmdup_peak_7443	65	.	5.32543	9.37388	6.58183
chr12	73247346	73247736	H3K9me3_chr12_broad_rmdup_peak_7461	55	.	4.84167	8.16551	5.51438
chr12	73284464	73284742	H3K9me3_chr12_broad_rmdup_peak_7473	51	.	5.29101	7.71451	5.11712
chr12	73287518	73287595	H3K9me3_chr12_broad_rmdup_peak_7475	74	.	6.55649	10.3481	7.44305
chr12	73288107	73288179	H3K9me3_chr12_broad_rmdup_peak_7476	71	.	6.25327	10.0448	7.15897
chr12	73385959	73386221	H3K9me3_chr12_broad_rmdup_peak_7498	50	.	4.26291	7.60928	5.03779
chr12	73397460	73397537	H3K9me3_chr12_broad_rmdup_peak_7502	52	.	5.27204	7.89542	5.26683
chr12	73399680	73399976	H3K9me3_chr12_broad_rmdup_peak_7505	52	.	4.47295	7.83274	5.20979
chr12	73433720	73434724	H3K9me3_chr12_broad_rmdup_peak_7511	55	.	4.07607	8.13035	5.5054
chr12	73502328	73502470	H3K9me3_chr12_broad_rmdup_peak_7521	55	.	4.2672	8.24233	5.55835
chr12	73502894	73504163	H3K9me3_chr12_broad_rmdup_peak_7522	61	.	4.84758	8.87043	6.13689
chr12	73605764	73606911	H3K9me3_chr12_broad_rmdup_peak_7536	54	.	4.07289	8.10876	5.4691
chr12	74066435	74066487	H3K9me3_chr12_broad_rmdup_peak_7599	63	.	4.29605	9.13287	6.34849
chr12	74174775	74175828	H3K9me3_chr12_broad_rmdup_peak_7611	56	.	3.87361	8.35068	5.663
chr12	74402937	74403559	H3K9me3_chr12_broad_rmdup_peak_7637	91	.	6.68508	12.2594	9.15184
chr12	74468749	74468801	H3K9me3_chr12_broad_rmdup_peak_7647	53	.	5.10482	8.04095	5.36919
chr12	74587563	74588930	H3K9me3_chr12_broad_rmdup_peak_7668	65	.	5.03296	9.34366	6.56034
chr12	74654104	74654184	H3K9me3_chr12_broad_rmdup_peak_7673	112	.	7.24674	14.5734	11.2168
chr12	74676260	74676320	H3K9me3_chr12_broad_rmdup_peak_7675	57	.	4.58254	8.5047	5.79572
chr12	74676850	74677144	H3K9me3_chr12_broad_rmdup_peak_7677	77	.	4.63122	10.6622	7.7308
chr12	74687625	74688425	H3K9me3_chr12_broad_rmdup_peak_7686	50	.	3.37855	7.59275	5.03704
chr12	74700849	74700907	H3K9me3_chr12_broad_rmdup_peak_7687	68	.	5.21834	9.73119	6.89909
chr12	74876362	74877016	H3K9me3_chr12_broad_rmdup_peak_7705	57	.	5.18372	8.37352	5.71214
chr12	75019663	75020617	H3K9me3_chr12_broad_rmdup_peak_7726	53	.	4.49693	7.97263	5.37352
chr12	75457697	75458698	H3K9me3_chr12_broad_rmdup_peak_7758	54	.	3.67014	8.06305	5.41988
chr12	75521225	75521628	H3K9me3_chr12_broad_rmdup_peak_7771	60	.	3.86841	8.67581	6.00056
chr12	75523033	75523533	H3K9me3_chr12_broad_rmdup_peak_7774	64	.	4.50767	9.22017	6.42886
chr12	75941023	75942715	H3K9me3_chr12_broad_rmdup_peak_7796	62	.	5.39153	8.99393	6.24808
chr12	76312904	76312955	H3K9me3_chr12_broad_rmdup_peak_7822	62	.	5.18843	9.05776	6.27815
chr12	76319684	76320117	H3K9me3_chr12_broad_rmdup_peak_7823	61	.	5.50503	8.92521	6.18223
chr12	76320420	76320880	H3K9me3_chr12_broad_rmdup_peak_7824	77	.	5.08861	10.706	7.79552
chr12	76324044	76324378	H3K9me3_chr12_broad_rmdup_peak_7827	67	.	5.07563	9.45718	6.70915
chr12	76572962	76574027	H3K9me3_chr12_broad_rmdup_peak_7849	63	.	4.01356	9.11392	6.38889
chr12	77015759	77015895	H3K9me3_chr12_broad_rmdup_peak_7882	63	.	4.9775	9.04852	6.31501
chr12	77177707	77178038	H3K9me3_chr12_broad_rmdup_peak_7897	50	.	4.08685	7.70025	5.06696
chr12	77179211	77179413	H3K9me3_chr12_broad_rmdup_peak_7899	69	.	4.80524	9.78164	6.94071
chr12	77216434	77217277	H3K9me3_chr12_broad_rmdup_peak_7904	51	.	3.61817	7.75853	5.1689
chr12	77260145	77260371	H3K9me3_chr12_broad_rmdup_peak_7909	58	.	3.14076	8.57765	5.89199
chr12	77459324	77460372	H3K9me3_chr12_broad_rmdup_peak_7930	66	.	4.67246	9.49915	6.69133
chr12	77460786	77461056	H3K9me3_chr12_broad_rmdup_peak_7931	50	.	4.30453	7.57105	5.00909
chr12	77658534	77658942	H3K9me3_chr12_broad_rmdup_peak_7958	77	.	4.55588	10.635	7.72852
chr12	77708661	77708921	H3K9me3_chr12_broad_rmdup_peak_7966	51	.	3.69364	7.73471	5.11154
chr12	78031629	78031679	H3K9me3_chr12_broad_rmdup_peak_7996	55	.	5.74717	8.27382	5.57514
chr12	78485232	78485294	H3K9me3_chr12_broad_rmdup_peak_8034	52	.	5.34801	7.94048	5.28693
chr12	78497187	78497243	H3K9me3_chr12_broad_rmdup_peak_8037	53	.	3.76556	8.00465	5.3407
chr12	78512151	78512237	H3K9me3_chr12_broad_rmdup_peak_8044	58	.	3.61592	8.56508	5.84535
chr12	78519354	78519634	H3K9me3_chr12_broad_rmdup_peak_8046	51	.	4.10223	7.66499	5.10863
chr12	78609573	78609851	H3K9me3_chr12_broad_rmdup_peak_8057	50	.	3.64417	7.62372	5.01982
chr12	79177627	79177739	H3K9me3_chr12_broad_rmdup_peak_8090	56	.	3.44255	8.28401	5.62079
chr12	79553324	79554550	H3K9me3_chr12_broad_rmdup_peak_8128	56	.	3.7041	8.30923	5.64205
chr12	79564802	79565546	H3K9me3_chr12_broad_rmdup_peak_8131	65	.	4.77676	9.35021	6.563
chr12	79573744	79574783	H3K9me3_chr12_broad_rmdup_peak_8133	57	.	4.40206	8.37359	5.72223
chr12	79627065	79627413	H3K9me3_chr12_broad_rmdup_peak_8137	63	.	4.50118	9.09594	6.35521
chr12	79711052	79711274	H3K9me3_chr12_broad_rmdup_peak_8138	151	.	8.01303	18.9348	15.1436
chr12	79838480	79839385	H3K9me3_chr12_broad_rmdup_peak_8144	58	.	4.28412	8.52814	5.83902
chr12	80126974	80127403	H3K9me3_chr12_broad_rmdup_peak_8189	50	.	3.53547	7.67614	5.06266
chr12	80127865	80129179	H3K9me3_chr12_broad_rmdup_peak_8190	53	.	3.70372	7.9205	5.30519
chr12	80149690	80150044	H3K9me3_chr12_broad_rmdup_peak_8195	52	.	4.85701	7.85874	5.25759
chr12	80250104	80250164	H3K9me3_chr12_broad_rmdup_peak_8204	98	.	5.98207	13.0908	9.87987
chr12	80307419	80309012	H3K9me3_chr12_broad_rmdup_peak_8215	57	.	5.24679	8.44485	5.77168
chr12	80449406	80449853	H3K9me3_chr12_broad_rmdup_peak_8229	51	.	4.24937	7.79163	5.17068
chr12	80453959	80454383	H3K9me3_chr12_broad_rmdup_peak_8233	63	.	4.05035	9.14725	6.38167
chr12	80462152	80462403	H3K9me3_chr12_broad_rmdup_peak_8234	63	.	6.03013	9.13785	6.35814
chr12	80521609	80521773	H3K9me3_chr12_broad_rmdup_peak_8247	54	.	4.33341	8.11225	5.45598
chr12	80878453	80878937	H3K9me3_chr12_broad_rmdup_peak_8259	54	.	4.34072	8.06219	5.4054
chr12	81119054	81119998	H3K9me3_chr12_broad_rmdup_peak_8289	66	.	3.63972	9.45049	6.65783
chr12	81241984	81242040	H3K9me3_chr12_broad_rmdup_peak_8300	53	.	5.06377	7.99226	5.33264
chr12	81243552	81243683	H3K9me3_chr12_broad_rmdup_peak_8302	57	.	4.65208	8.49999	5.78901
chr12	81565174	81565395	H3K9me3_chr12_broad_rmdup_peak_8317	88	.	4.70242	11.8655	8.8112
chr12	81590586	81592350	H3K9me3_chr12_broad_rmdup_peak_8318	50	.	3.77538	7.68826	5.08956
chr12	81659085	81661090	H3K9me3_chr12_broad_rmdup_peak_8320	57	.	4.40943	8.37695	5.70349
chr12	81893491	81893677	H3K9me3_chr12_broad_rmdup_peak_8347	61	.	4.27405	8.91795	6.18244
chr12	81905317	81905611	H3K9me3_chr12_broad_rmdup_peak_8357	56	.	3.6177	8.26376	5.60392
chr12	81938289	81939697	H3K9me3_chr12_broad_rmdup_peak_8364	51	.	4.13994	7.7043	5.11413
chr12	81997398	81997859	H3K9me3_chr12_broad_rmdup_peak_8371	83	.	5.25179	11.3552	8.36177
chr12	82050605	82050976	H3K9me3_chr12_broad_rmdup_peak_8375	58	.	4.17605	8.49509	5.80818
chr12	82069499	82070104	H3K9me3_chr12_broad_rmdup_peak_8377	77	.	5.08786	10.6481	7.71113
chr12	82147074	82147490	H3K9me3_chr12_broad_rmdup_peak_8386	81	.	4.26139	11.1783	8.17862
chr12	82216189	82216253	H3K9me3_chr12_broad_rmdup_peak_8399	75	.	5.01103	10.5072	7.57466
chr12	82272999	82273074	H3K9me3_chr12_broad_rmdup_peak_8402	53	.	3.62515	7.97213	5.33527
chr12	82281246	82282651	H3K9me3_chr12_broad_rmdup_peak_8405	71	.	5.1904	10.0442	7.19007
chr12	82550522	82551314	H3K9me3_chr12_broad_rmdup_peak_8435	55	.	3.80965	8.25584	5.5863
chr12	82659593	82659757	H3K9me3_chr12_broad_rmdup_peak_8451	67	.	4.92036	9.47832	6.70079
chr12	83001773	83001825	H3K9me3_chr12_broad_rmdup_peak_8476	52	.	4.52364	7.87775	5.23017
chr12	83232178	83232526	H3K9me3_chr12_broad_rmdup_peak_8490	53	.	3.60003	7.94309	5.35536
chr12	83249370	83250072	H3K9me3_chr12_broad_rmdup_peak_8493	67	.	5.27274	9.49067	6.71061
chr12	83284776	83284958	H3K9me3_chr12_broad_rmdup_peak_8504	72	.	4.62363	10.1009	7.23177
chr12	83299588	83299644	H3K9me3_chr12_broad_rmdup_peak_8505	82	.	5.11006	11.2136	8.21098
chr12	83306949	83308180	H3K9me3_chr12_broad_rmdup_peak_8513	56	.	4.47726	8.29404	5.61755
chr12	83446252	83446954	H3K9me3_chr12_broad_rmdup_peak_8534	59	.	4.21438	8.64332	5.94209
chr12	83505698	83505992	H3K9me3_chr12_broad_rmdup_peak_8544	50	.	3.97134	7.6555	5.06449
chr12	83550426	83550701	H3K9me3_chr12_broad_rmdup_peak_8552	57	.	3.60025	8.43694	5.78366
chr12	83553343	83553391	H3K9me3_chr12_broad_rmdup_peak_8554	51	.	3.85665	7.83389	5.18561
chr12	83584296	83584807	H3K9me3_chr12_broad_rmdup_peak_8560	59	.	4.66316	8.62669	5.91376
chr12	84092317	84092639	H3K9me3_chr12_broad_rmdup_peak_8646	65	.	5.6138	9.26178	6.53891
chr12	84101510	84102029	H3K9me3_chr12_broad_rmdup_peak_8652	55	.	3.86271	8.11219	5.51263
chr12	84154992	84155673	H3K9me3_chr12_broad_rmdup_peak_8663	52	.	4.91501	7.88624	5.28385
chr12	84278851	84278977	H3K9me3_chr12_broad_rmdup_peak_8677	96	.	5.05099	12.8035	9.62933
chr12	84390164	84390525	H3K9me3_chr12_broad_rmdup_peak_8691	60	.	5.08603	8.83212	6.09167
chr12	84390756	84390968	H3K9me3_chr12_broad_rmdup_peak_8692	52	.	3.88563	7.87637	5.26301
chr12	84446239	84447032	H3K9me3_chr12_broad_rmdup_peak_8701	56	.	4.72358	8.32181	5.6828
chr12	84533020	84533272	H3K9me3_chr12_broad_rmdup_peak_8705	67	.	4.63007	9.54272	6.76567
chr12	85005022	85005461	H3K9me3_chr12_broad_rmdup_peak_8728	57	.	3.53764	8.39128	5.72042
chr12	85005667	85005732	H3K9me3_chr12_broad_rmdup_peak_8729	58	.	5.33644	8.56649	5.84287
chr12	85193683	85193744	H3K9me3_chr12_broad_rmdup_peak_8742	55	.	4.19054	8.22037	5.54294
chr12	85316267	85316331	H3K9me3_chr12_broad_rmdup_peak_8756	87	.	5.14124	11.828	8.7577
chr12	85479966	85480334	H3K9me3_chr12_broad_rmdup_peak_8769	52	.	3.36759	7.93515	5.29969
chr12	85653792	85653852	H3K9me3_chr12_broad_rmdup_peak_8780	77	.	5.65247	10.6725	7.71758
chr12	85997444	85999173	H3K9me3_chr12_broad_rmdup_peak_8823	56	.	3.991	8.31665	5.6913
chr12	86042211	86042276	H3K9me3_chr12_broad_rmdup_peak_8832	59	.	5.33468	8.65762	5.91999
chr12	86296315	86296932	H3K9me3_chr12_broad_rmdup_peak_8856	50	.	4.84936	7.62011	5.0315
chr12	86362025	86362136	H3K9me3_chr12_broad_rmdup_peak_8869	54	.	4.51527	8.12454	5.44754
chr12	86508998	86509235	H3K9me3_chr12_broad_rmdup_peak_8888	51	.	3.96173	7.73748	5.12376
chr12	86562632	86562759	H3K9me3_chr12_broad_rmdup_peak_8895	63	.	5.47323	9.15255	6.39232
chr12	86706830	86707024	H3K9me3_chr12_broad_rmdup_peak_8914	52	.	4.01115	7.89031	5.24379
chr12	86708862	86709046	H3K9me3_chr12_broad_rmdup_peak_8916	53	.	4.19397	8.00943	5.35397
chr12	86709298	86709350	H3K9me3_chr12_broad_rmdup_peak_8917	57	.	3.76299	8.4187	5.70612
chr12	86970399	86972347	H3K9me3_chr12_broad_rmdup_peak_8943	50	.	3.84147	7.68548	5.09538
chr12	87098436	87099369	H3K9me3_chr12_broad_rmdup_peak_8959	51	.	4.6598	7.73007	5.1397
chr12	87171443	87172075	H3K9me3_chr12_broad_rmdup_peak_8969	55	.	4.76761	8.15887	5.51389
chr12	87330103	87330467	H3K9me3_chr12_broad_rmdup_peak_8988	53	.	4.85279	7.98944	5.34569
chr12	87393954	87395265	H3K9me3_chr12_broad_rmdup_peak_8998	55	.	3.97025	8.26938	5.59157
chr12	87409405	87409808	H3K9me3_chr12_broad_rmdup_peak_9007	59	.	4.31156	8.6024	5.93374
chr12	87420553	87420637	H3K9me3_chr12_broad_rmdup_peak_9013	57	.	4.8691	8.43569	5.74184
chr12	87455413	87456342	H3K9me3_chr12_broad_rmdup_peak_9022	55	.	3.85935	8.168	5.53122
chr12	87531108	87531359	H3K9me3_chr12_broad_rmdup_peak_9029	62	.	4.82462	8.99141	6.22735
chr12	87531569	87531859	H3K9me3_chr12_broad_rmdup_peak_9030	54	.	4.12837	8.0774	5.43045
chr12	87583441	87583490	H3K9me3_chr12_broad_rmdup_peak_9048	54	.	3.41222	8.17166	5.48081
chr12	87584046	87584540	H3K9me3_chr12_broad_rmdup_peak_9049	50	.	3.84066	7.68601	5.09114
chr12	87638715	87638772	H3K9me3_chr12_broad_rmdup_peak_9057	54	.	4.55524	8.08927	5.43753
chr12	87681837	87681887	H3K9me3_chr12_broad_rmdup_peak_9061	66	.	6.13631	9.54307	6.69228
chr12	87704516	87704756	H3K9me3_chr12_broad_rmdup_peak_9068	51	.	4.75951	7.75758	5.13435
chr12	87751206	87751255	H3K9me3_chr12_broad_rmdup_peak_9075	64	.	3.72747	9.19322	6.40211
chr12	87752418	87752468	H3K9me3_chr12_broad_rmdup_peak_9077	56	.	3.69746	8.35206	5.6535
chr12	87936792	87937799	H3K9me3_chr12_broad_rmdup_peak_9090	56	.	3.81403	8.28747	5.63719
chr12	87970315	87970561	H3K9me3_chr12_broad_rmdup_peak_9094	73	.	3.78557	10.1998	7.30076
chr12	87971191	87971487	H3K9me3_chr12_broad_rmdup_peak_9095	51	.	4.04188	7.79512	5.17705
chr12	88204817	88205636	H3K9me3_chr12_broad_rmdup_peak_9113	58	.	3.53667	8.58019	5.88995
chr12	88435041	88435094	H3K9me3_chr12_broad_rmdup_peak_9146	69	.	4.21976	9.77363	6.92013
chr12	88667263	88667359	H3K9me3_chr12_broad_rmdup_peak_9178	61	.	3.68743	8.91458	6.16214
chr12	88681599	88681860	H3K9me3_chr12_broad_rmdup_peak_9186	55	.	4.33449	8.17638	5.50369
chr12	88694837	88695521	H3K9me3_chr12_broad_rmdup_peak_9188	57	.	4.68735	8.41374	5.7425
chr12	88695753	88695862	H3K9me3_chr12_broad_rmdup_peak_9189	60	.	4.09711	8.77373	6.03379
chr12	88711844	88712105	H3K9me3_chr12_broad_rmdup_peak_9194	53	.	4.21798	7.98484	5.36749
chr12	88712726	88712783	H3K9me3_chr12_broad_rmdup_peak_9195	70	.	5.35775	9.94945	7.07834
chr12	88712992	88713088	H3K9me3_chr12_broad_rmdup_peak_9196	63	.	4.63404	9.13131	6.33202
chr12	88714417	88714715	H3K9me3_chr12_broad_rmdup_peak_9198	86	.	5.64712	11.6736	8.61509
chr12	88800623	88800681	H3K9me3_chr12_broad_rmdup_peak_9203	54	.	4.84515	8.10256	5.43035
chr12	88838284	88839794	H3K9me3_chr12_broad_rmdup_peak_9208	59	.	4.20335	8.58239	5.90504
chr12	89149460	89149835	H3K9me3_chr12_broad_rmdup_peak_9228	58	.	4.60083	8.5068	5.82195
chr12	89503126	89504330	H3K9me3_chr12_broad_rmdup_peak_9247	50	.	5.05653	7.65729	5.05941
chr12	89810469	89810531	H3K9me3_chr12_broad_rmdup_peak_9264	87	.	6.17328	11.8088	8.72132
chr12	90410611	90411738	H3K9me3_chr12_broad_rmdup_peak_9296	67	.	5.15566	9.55119	6.76932
chr12	90491110	90491402	H3K9me3_chr12_broad_rmdup_peak_9310	52	.	3.83639	7.8575	5.23942
chr12	90534512	90534562	H3K9me3_chr12_broad_rmdup_peak_9316	50	.	3.85141	7.64662	5.02613
